Notebook,Vessel,Temperature,Treatment,Plate,Row,Column,Electrophile,Electrophile SMILES,Electrophile Conc (M),Nucleophile,Nucleophile SMILES,Nucleophile Conc (M),Product,Product SMILES,Catalyst1,Catalyst1 SMILES,Catalyst1 Conc (M),Ligand1,Ligand1 SMILES,Ligand1 Conc (M),Ligand2,Ligand2 SMILES,Ligand2 Conc (M),Catalyst2,Catalyst2 SMILES,Catalyst2 Conc (M),BaseAcid,BaseAcid SMILES,BaseAcid Conc (M),ReductantOxidant,ReductantOxidant SMILES,ReductantOxidant Conc (M),Additive,Additive SMILES,Additive Conc (M),Solvent1,Solvent1 percentage,Solvent2,Solvent2 percentage,Analytical Method,index_waters,Output Value
Alkyl Esterification,96,25,,96,A,11,Amlo Kat Salt,FB(F)F.O=C(OCC)C1=C(NC(C)=C(C1C2=C(Cl)C=CC=C2)C(OC)=O)COCC[N+]3=C(C4=CC=CC=C4)C=C(C5=CC=CC=C5)C=C3C6=CC=CC=C6.[F-],0.1,4-BROMO-3-FLUOROBENZOIC ACID,[O-]C(=O)c1ccc(Br)c(F)c1,0.1,A11,CCOC(=O)C1=C(COCCOC(=O)c2ccc(Br)c(F)c2)NC(C)=C(C(=O)OC)C1c1ccccc1Cl,None,None,None,None,None,None,None,None,None,None,None,None,POTASSIUM IODIDE,[K+].[I-],0.2,None,None,None,None,None,None,none,100,none,0,UPLCMS,A11,0.28035
Alkyl Esterification,96,25,,96,A,12,Amlo Kat Salt,FB(F)F.O=C(OCC)C1=C(NC(C)=C(C1C2=C(Cl)C=CC=C2)C(OC)=O)COCC[N+]3=C(C4=CC=CC=C4)C=C(C5=CC=CC=C5)C=C3C6=CC=CC=C6.[F-],0.1,"3,4-DIMETHYLBENZOIC ACID, 98%",Cc1ccc(cc1C)C([O-])=O,0.1,A12,CCOC(=O)C1=C(COCCOC(=O)c2ccc(C)c(C)c2)NC(C)=C(C(=O)OC)C1c1ccccc1Cl,None,None,None,None,None,None,None,None,None,None,None,None,POTASSIUM IODIDE,[K+].[I-],0.2,None,None,None,None,None,None,none,100,none,0,UPLCMS,A12,0.85015
Alkyl Esterification,96,25,,96,B,1,Amlo Kat Salt,FB(F)F.O=C(OCC)C1=C(NC(C)=C(C1C2=C(Cl)C=CC=C2)C(OC)=O)COCC[N+]3=C(C4=CC=CC=C4)C=C(C5=CC=CC=C5)C=C3C6=CC=CC=C6.[F-],0.1,"3,5-DINITROBENZOIC ACID, 99%",OC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,0.1,B1,CCOC(=O)C1=C(COCCOC(=O)c2cc([N+](=O)[O-])cc([N+](=O)[O-])c2)NC(C)=C(C(=O)OC)C1c1ccccc1Cl,None,None,None,None,None,None,None,None,None,None,None,None,POTASSIUM IODIDE,[K+].[I-],0.2,None,None,None,None,None,None,none,100,none,0,UPLCMS,B1,0.5981
Alkyl Esterification,96,25,,96,B,2,Amlo Kat Salt,FB(F)F.O=C(OCC)C1=C(NC(C)=C(C1C2=C(Cl)C=CC=C2)C(OC)=O)COCC[N+]3=C(C4=CC=CC=C4)C=C(C5=CC=CC=C5)C=C3C6=CC=CC=C6.[F-],0.1,4-amino-5-chloro-2-ethoxy benzoic acid,O=C(O)C1=CC(Cl)=C(N)C=C1OCC,0.1,B2,CCOC(=O)C1=C(COCCOC(=O)c2cc(Cl)c(N)cc2OCC)NC(C)=C(C(=O)OC)C1c1ccccc1Cl,None,None,None,None,None,None,None,None,None,None,None,None,POTASSIUM IODIDE,[K+].[I-],0.2,None,None,None,None,None,None,none,100,none,0,UPLCMS,B2,0
Alkyl Esterification,96,25,,96,B,3,Amlo Kat Salt,FB(F)F.O=C(OCC)C1=C(NC(C)=C(C1C2=C(Cl)C=CC=C2)C(OC)=O)COCC[N+]3=C(C4=CC=CC=C4)C=C(C5=CC=CC=C5)C=C3C6=CC=CC=C6.[F-],0.1,"2-BROMO-5-CHLOROBENZOIC ACID, 98+%",OC(=O)c1cc(Cl)ccc1Br,0.1,B3,CCOC(=O)C1=C(COCCOC(=O)c2cc(Cl)ccc2Br)NC(C)=C(C(=O)OC)C1c1ccccc1Cl,None,None,None,None,None,None,None,None,None,None,None,None,POTASSIUM IODIDE,[K+].[I-],0.2,None,None,None,None,None,None,none,100,none,0,UPLCMS,B3,0.52775
Alkyl Esterification,96,25,,96,B,4,Amlo Kat Salt,FB(F)F.O=C(OCC)C1=C(NC(C)=C(C1C2=C(Cl)C=CC=C2)C(OC)=O)COCC[N+]3=C(C4=CC=CC=C4)C=C(C5=CC=CC=C5)C=C3C6=CC=CC=C6.[F-],0.1,4-METHOXY-3-NITROBENZOIC ACID 98%,COc1ccc(cc1[N+]([O-])=O)C(O)=O,0.1,B4,CCOC(=O)C1=C(COCCOC(=O)c2ccc(OC)c([N+](=O)[O-])c2)NC(C)=C(C(=O)OC)C1c1ccccc1Cl,None,None,None,None,None,None,None,None,None,None,None,None,POTASSIUM IODIDE,[K+].[I-],0.2,None,None,None,None,None,None,none,100,none,0,UPLCMS,B4,0.77845
Alkyl Esterification,96,25,,96,B,5,Amlo Kat Salt,FB(F)F.O=C(OCC)C1=C(NC(C)=C(C1C2=C(Cl)C=CC=C2)C(OC)=O)COCC[N+]3=C(C4=CC=CC=C4)C=C(C5=CC=CC=C5)C=C3C6=CC=CC=C6.[F-],0.1,2-Picolinic Acid,O=C(O)c1ccccn1,0.1,B5,CCOC(=O)C1=C(COCCOC(=O)c2ccccn2)NC(C)=C(C(=O)OC)C1c1ccccc1Cl,None,None,None,None,None,None,None,None,None,None,None,None,POTASSIUM IODIDE,[K+].[I-],0.2,None,None,None,None,None,None,none,100,none,0,UPLCMS,B5,0.757
Alkyl Esterification,96,25,,96,B,6,Amlo Kat Salt,FB(F)F.O=C(OCC)C1=C(NC(C)=C(C1C2=C(Cl)C=CC=C2)C(OC)=O)COCC[N+]3=C(C4=CC=CC=C4)C=C(C5=CC=CC=C5)C=C3C6=CC=CC=C6.[F-],0.1,"2-FUROIC ACID, 98%",OC(=O)c1occc1,0.1,B6,CCOC(=O)C1=C(COCCOC(=O)c2ccco2)NC(C)=C(C(=O)OC)C1c1ccccc1Cl,None,None,None,None,None,None,None,None,None,None,None,None,POTASSIUM IODIDE,[K+].[I-],0.2,None,None,None,None,None,None,none,100,none,0,UPLCMS,B6,0.98915
Alkyl Esterification,96,25,,96,B,7,Amlo Kat Salt,FB(F)F.O=C(OCC)C1=C(NC(C)=C(C1C2=C(Cl)C=CC=C2)C(OC)=O)COCC[N+]3=C(C4=CC=CC=C4)C=C(C5=CC=CC=C5)C=C3C6=CC=CC=C6.[F-],0.1,"4-METHYLTHIAZOLE-5-CARBOXYLIC ACID, 97%",Cc1ncsc1C(O)=O,0.1,B7,CCOC(=O)C1=C(COCCOC(=O)c2scnc2C)NC(C)=C(C(=O)OC)C1c1ccccc1Cl,None,None,None,None,None,None,None,None,None,None,None,None,POTASSIUM IODIDE,[K+].[I-],0.2,None,None,None,None,None,None,none,100,none,0,UPLCMS,B7,0.20795
Alkyl Esterification,96,25,,96,B,8,Amlo Kat Salt,FB(F)F.O=C(OCC)C1=C(NC(C)=C(C1C2=C(Cl)C=CC=C2)C(OC)=O)COCC[N+]3=C(C4=CC=CC=C4)C=C(C5=CC=CC=C5)C=C3C6=CC=CC=C6.[F-],0.1,2-bromothiazole-4-carboxylic acid,O=C(C1=CSC(Br)=N1)O,0.1,B8,CCOC(=O)C1=C(COCCOC(=O)c2csc(Br)n2)NC(C)=C(C(=O)OC)C1c1ccccc1Cl,None,None,None,None,None,None,None,None,None,None,None,None,POTASSIUM IODIDE,[K+].[I-],0.2,None,None,None,None,None,None,none,100,none,0,UPLCMS,B8,0.03575
Alkyl Esterification,96,25,,96,B,9,Amlo Kat Salt,FB(F)F.O=C(OCC)C1=C(NC(C)=C(C1C2=C(Cl)C=CC=C2)C(OC)=O)COCC[N+]3=C(C4=CC=CC=C4)C=C(C5=CC=CC=C5)C=C3C6=CC=CC=C6.[F-],0.1,5-CHLORO-BENZO[B]THIOPHENE-3-CARBOXYLIC ACID,O=C(C1=CSC2=CC=C(Cl)C=C21)O,0.1,B9,CCOC(=O)C1=C(COCCOC(=O)c2csc3ccc(Cl)cc23)NC(C)=C(C(=O)OC)C1c1ccccc1Cl,None,None,None,None,None,None,None,None,None,None,None,None,POTASSIUM IODIDE,[K+].[I-],0.2,None,None,None,None,None,None,none,100,none,0,UPLCMS,B9,0
Alkyl Esterification,96,25,,96,B,10,Amlo Kat Salt,FB(F)F.O=C(OCC)C1=C(NC(C)=C(C1C2=C(Cl)C=CC=C2)C(OC)=O)COCC[N+]3=C(C4=CC=CC=C4)C=C(C5=CC=CC=C5)C=C3C6=CC=CC=C6.[F-],0.1,Isonicotinic acid,C1=CN=CC=C1C(=O)O,0.1,B10,CCOC(=O)C1=C(COCCOC(=O)c2ccncc2)NC(C)=C(C(=O)OC)C1c1ccccc1Cl,None,None,None,None,None,None,None,None,None,None,None,None,POTASSIUM IODIDE,[K+].[I-],0.2,None,None,None,None,None,None,none,100,none,0,UPLCMS,B10,0
Alkyl Esterification,96,25,,96,B,11,Amlo Kat Salt,FB(F)F.O=C(OCC)C1=C(NC(C)=C(C1C2=C(Cl)C=CC=C2)C(OC)=O)COCC[N+]3=C(C4=CC=CC=C4)C=C(C5=CC=CC=C5)C=C3C6=CC=CC=C6.[F-],0.1,5-CHLORO-1H-INDAZOLE-3-CARBOXYLIC ACID,O=C(C1=NNC2=C1C=C(Cl)C=C2)O,0.1,B11,CCOC(=O)C1=C(COCCOC(=O)c2n[nH]c3ccc(Cl)cc23)NC(C)=C(C(=O)OC)C1c1ccccc1Cl,None,None,None,None,None,None,None,None,None,None,None,None,POTASSIUM IODIDE,[K+].[I-],0.2,None,None,None,None,None,None,none,100,none,0,UPLCMS,B11,0
Alkyl Esterification,96,25,,96,B,12,Amlo Kat Salt,FB(F)F.O=C(OCC)C1=C(NC(C)=C(C1C2=C(Cl)C=CC=C2)C(OC)=O)COCC[N+]3=C(C4=CC=CC=C4)C=C(C5=CC=CC=C5)C=C3C6=CC=CC=C6.[F-],0.1,8-isoquinolinic acid,O=C(C1=CC=CC2=C1C=NC=C2)O,0.1,B12,CCOC(=O)C1=C(COCCOC(=O)c2cccc3ccncc23)NC(C)=C(C(=O)OC)C1c1ccccc1Cl,None,None,None,None,None,None,None,None,None,None,None,None,POTASSIUM IODIDE,[K+].[I-],0.2,None,None,None,None,None,None,none,100,none,0,UPLCMS,B12,0.1988
Alkyl Esterification,96,25,,96,C,1,Amlo Kat Salt,FB(F)F.O=C(OCC)C1=C(NC(C)=C(C1C2=C(Cl)C=CC=C2)C(OC)=O)COCC[N+]3=C(C4=CC=CC=C4)C=C(C5=CC=CC=C5)C=C3C6=CC=CC=C6.[F-],0.1,4-FLUOROPHENYLACETIC ACID,OC(=O)Cc1ccc(F)cc1,0.1,C1,CCOC(=O)C1=C(COCCOC(=O)Cc2ccc(F)cc2)NC(C)=C(C(=O)OC)C1c1ccccc1Cl,None,None,None,None,None,None,None,None,None,None,None,None,POTASSIUM IODIDE,[K+].[I-],0.2,None,None,None,None,None,None,none,100,none,0,UPLCMS,C1,1.1471
Alkyl Esterification,96,25,,96,C,2,Amlo Kat Salt,FB(F)F.O=C(OCC)C1=C(NC(C)=C(C1C2=C(Cl)C=CC=C2)C(OC)=O)COCC[N+]3=C(C4=CC=CC=C4)C=C(C5=CC=CC=C5)C=C3C6=CC=CC=C6.[F-],0.1,"2-FURANACETIC ACID, 97%",OC(=O)Cc1occc1,0.1,C2,CCOC(=O)C1=C(COCCOC(=O)Cc2ccco2)NC(C)=C(C(=O)OC)C1c1ccccc1Cl,None,None,None,None,None,None,None,None,None,None,None,None,POTASSIUM IODIDE,[K+].[I-],0.2,None,None,None,None,None,None,none,100,none,0,UPLCMS,C2,0.3284
Alkyl Esterification,96,25,,96,C,3,Amlo Kat Salt,FB(F)F.O=C(OCC)C1=C(NC(C)=C(C1C2=C(Cl)C=CC=C2)C(OC)=O)COCC[N+]3=C(C4=CC=CC=C4)C=C(C5=CC=CC=C5)C=C3C6=CC=CC=C6.[F-],0.1,"3-HYDROXY-4-METHOXYPHENYLACETIC ACID, 98%",COc1ccc(CC(O)=O)cc1O,0.1,C3,CCOC(=O)C1=C(COCCOC(=O)Cc2ccc(OC)c(O)c2)NC(C)=C(C(=O)OC)C1c1ccccc1Cl,None,None,None,None,None,None,None,None,None,None,None,None,POTASSIUM IODIDE,[K+].[I-],0.2,None,None,None,None,None,None,none,100,none,0,UPLCMS,C3,0.088
Alkyl Esterification,96,25,,96,C,4,Amlo Kat Salt,FB(F)F.O=C(OCC)C1=C(NC(C)=C(C1C2=C(Cl)C=CC=C2)C(OC)=O)COCC[N+]3=C(C4=CC=CC=C4)C=C(C5=CC=CC=C5)C=C3C6=CC=CC=C6.[F-],0.1,theophylline-7-acetic acid,CN(C(N1C)=O)C2=C(N(CC(O)=O)C=N2)C1=O,0.1,C4,CCOC(=O)C1=C(COCCOC(=O)Cn2cnc3c2c(=O)n(C)c(=O)n3C)NC(C)=C(C(=O)OC)C1c1ccccc1Cl,None,None,None,None,None,None,None,None,None,None,None,None,POTASSIUM IODIDE,[K+].[I-],0.2,None,None,None,None,None,None,none,100,none,0,UPLCMS,C4,0.4145
Alkyl Esterification,96,25,,96,C,5,Amlo Kat Salt,FB(F)F.O=C(OCC)C1=C(NC(C)=C(C1C2=C(Cl)C=CC=C2)C(OC)=O)COCC[N+]3=C(C4=CC=CC=C4)C=C(C5=CC=CC=C5)C=C3C6=CC=CC=C6.[F-],0.1,"CYCLOHEXANEACETIC ACID, 99+%",OC(=O)CC1CCCCC1,0.1,C5,CCOC(=O)C1=C(COCCOC(=O)CC2CCCCC2)NC(C)=C(C(=O)OC)C1c1ccccc1Cl,None,None,None,None,None,None,None,None,None,None,None,None,POTASSIUM IODIDE,[K+].[I-],0.2,None,None,None,None,None,None,none,100,none,0,UPLCMS,C5,0.3698
Alkyl Esterification,96,25,,96,C,6,Amlo Kat Salt,FB(F)F.O=C(OCC)C1=C(NC(C)=C(C1C2=C(Cl)C=CC=C2)C(OC)=O)COCC[N+]3=C(C4=CC=CC=C4)C=C(C5=CC=CC=C5)C=C3C6=CC=CC=C6.[F-],0.1,CYCLOPENTYLACETIC ACID 97%,OC(=O)CC1CCCC1,0.1,C6,CCOC(=O)C1=C(COCCOC(=O)CC2CCCC2)NC(C)=C(C(=O)OC)C1c1ccccc1Cl,None,None,None,None,None,None,None,None,None,None,None,None,POTASSIUM IODIDE,[K+].[I-],0.2,None,None,None,None,None,None,none,100,none,0,UPLCMS,C6,0
Alkyl Esterification,96,25,,96,C,7,Amlo Kat Salt,FB(F)F.O=C(OCC)C1=C(NC(C)=C(C1C2=C(Cl)C=CC=C2)C(OC)=O)COCC[N+]3=C(C4=CC=CC=C4)C=C(C5=CC=CC=C5)C=C3C6=CC=CC=C6.[F-],0.1,"DIPHENYLACETIC ACID, 99%",OC(=O)C(c1ccccc1)c2ccccc2,0.1,C7,CCOC(=O)C1=C(COCCOC(=O)C(c2ccccc2)c2ccccc2)NC(C)=C(C(=O)OC)C1c1ccccc1Cl,None,None,None,None,None,None,None,None,None,None,None,None,POTASSIUM IODIDE,[K+].[I-],0.2,None,None,None,None,None,None,none,100,none,0,UPLCMS,C7,1.3002
Alkyl Esterification,96,25,,96,C,8,Amlo Kat Salt,FB(F)F.O=C(OCC)C1=C(NC(C)=C(C1C2=C(Cl)C=CC=C2)C(OC)=O)COCC[N+]3=C(C4=CC=CC=C4)C=C(C5=CC=CC=C5)C=C3C6=CC=CC=C6.[F-],0.1,"1H-TETRAZOLE-5-ACETIC, 96%",OC(=O)Cc1n[nH]nn1,0.1,C8,CCOC(=O)C1=C(COCCOC(=O)Cc2nn[nH]n2)NC(C)=C(C(=O)OC)C1c1ccccc1Cl,None,None,None,None,None,None,None,None,None,None,None,None,POTASSIUM IODIDE,[K+].[I-],0.2,None,None,None,None,None,None,none,100,none,0,UPLCMS,C8,0.027
Alkyl Esterification,96,25,,96,C,9,Amlo Kat Salt,FB(F)F.O=C(OCC)C1=C(NC(C)=C(C1C2=C(Cl)C=CC=C2)C(OC)=O)COCC[N+]3=C(C4=CC=CC=C4)C=C(C5=CC=CC=C5)C=C3C6=CC=CC=C6.[F-],0.1,"4-BIPHENYLACETIC ACID, 98%",OC(=O)Cc1ccc(cc1)c2ccccc2,0.1,C9,CCOC(=O)C1=C(COCCOC(=O)Cc2ccc(-c3ccccc3)cc2)NC(C)=C(C(=O)OC)C1c1ccccc1Cl,None,None,None,None,None,None,None,None,None,None,None,None,POTASSIUM IODIDE,[K+].[I-],0.2,None,None,None,None,None,None,none,100,none,0,UPLCMS,C9,0.62975
Alkyl Esterification,96,25,,96,C,10,Amlo Kat Salt,FB(F)F.O=C(OCC)C1=C(NC(C)=C(C1C2=C(Cl)C=CC=C2)C(OC)=O)COCC[N+]3=C(C4=CC=CC=C4)C=C(C5=CC=CC=C5)C=C3C6=CC=CC=C6.[F-],0.1,2-(5-CHLOROBENZO[B]THIOPHEN-3-YL)ACETIC ACID,OC(=O)Cc1csc2ccc(Cl)cc12,0.1,C10,CCOC(=O)C1=C(COCCOC(=O)Cc2csc3ccc(Cl)cc23)NC(C)=C(C(=O)OC)C1c1ccccc1Cl,None,None,None,None,None,None,None,None,None,None,None,None,POTASSIUM IODIDE,[K+].[I-],0.2,None,None,None,None,None,None,none,100,none,0,UPLCMS,C10,0.87025
Alkyl Esterification,96,25,,96,C,11,Amlo Kat Salt,FB(F)F.O=C(OCC)C1=C(NC(C)=C(C1C2=C(Cl)C=CC=C2)C(OC)=O)COCC[N+]3=C(C4=CC=CC=C4)C=C(C5=CC=CC=C5)C=C3C6=CC=CC=C6.[F-],0.1,"(2,3-DIHYDRO-BENZO[1,4]DIOXIN-6-YL)-ACETIC ACID",[O-]C(=O)Cc1ccc2OCCOc2c1,0.1,C11,CCOC(=O)C1=C(COCCOC(=O)Cc2ccc3c(c2)OCCO3)NC(C)=C(C(=O)OC)C1c1ccccc1Cl,None,None,None,None,None,None,None,None,None,None,None,None,POTASSIUM IODIDE,[K+].[I-],0.2,None,None,None,None,None,None,none,100,none,0,UPLCMS,C11,0.2645
Alkyl Esterification,96,25,,96,C,12,Amlo Kat Salt,FB(F)F.O=C(OCC)C1=C(NC(C)=C(C1C2=C(Cl)C=CC=C2)C(OC)=O)COCC[N+]3=C(C4=CC=CC=C4)C=C(C5=CC=CC=C5)C=C3C6=CC=CC=C6.[F-],0.1,"(3,4-DIMETHOXYPHENYL)ACETIC ACID 99%",COc1ccc(CC(O)=O)cc1OC,0.1,C12,CCOC(=O)C1=C(COCCOC(=O)Cc2ccc(OC)c(OC)c2)NC(C)=C(C(=O)OC)C1c1ccccc1Cl,None,None,None,None,None,None,None,None,None,None,None,None,POTASSIUM IODIDE,[K+].[I-],0.2,None,None,None,None,None,None,none,100,none,0,UPLCMS,C12,1.2736
Alkyl Esterification,96,25,,96,D,1,Amlo Kat Salt,FB(F)F.O=C(OCC)C1=C(NC(C)=C(C1C2=C(Cl)C=CC=C2)C(OC)=O)COCC[N+]3=C(C4=CC=CC=C4)C=C(C5=CC=CC=C5)C=C3C6=CC=CC=C6.[F-],0.1,"2-BUTYNOIC ACID, 98%",CC#CC(O)=O,0.1,D1,CC#CC(=O)OCCOCC1=C(C(=O)OCC)C(c2ccccc2Cl)C(C(=O)OC)=C(C)N1,None,None,None,None,None,None,None,None,None,None,None,None,POTASSIUM IODIDE,[K+].[I-],0.2,None,None,None,None,None,None,none,100,none,0,UPLCMS,D1,0.98875
