Well,main_product_name,main_product_smiles,side_product1_name,side_product1_smiles,side_product2_name,side_product2_smiles
A3,tert-butyl (S)-(4-methyl-1-phenylpentan-2-yl)carbamate,O=C(OC(C)(C)C)N[C@H](CC1=CC=CC=C1)CC(C)C,,,,
B3,tert-butyl (S)-(4-methyl-1-phenylpentan-2-yl)carbamate,O=C(OC(C)(C)C)N[C@H](CC1=CC=CC=C1)CC(C)C,,,,
C3,tert-butyl (S)-(4-methyl-1-phenylpentan-2-yl)carbamate,O=C(OC(C)(C)C)N[C@H](CC1=CC=CC=C1)CC(C)C,,,,
D3,tert-butyl (S)-(4-methyl-1-phenylpentan-2-yl)carbamate,O=C(OC(C)(C)C)N[C@H](CC1=CC=CC=C1)CC(C)C,,,,
E3,tert-butyl (S)-(4-methyl-1-phenylpentan-2-yl)carbamate,O=C(OC(C)(C)C)N[C@H](CC1=CC=CC=C1)CC(C)C,,,,
F3,tert-butyl (S)-(4-methyl-1-phenylpentan-2-yl)carbamate,O=C(OC(C)(C)C)N[C@H](CC1=CC=CC=C1)CC(C)C,,,,
G3,tert-butyl (S)-(4-methyl-1-phenylpentan-2-yl)carbamate,O=C(OC(C)(C)C)N[C@H](CC1=CC=CC=C1)CC(C)C,,,,
H3,tert-butyl (S)-(4-methyl-1-phenylpentan-2-yl)carbamate,O=C(OC(C)(C)C)N[C@H](CC1=CC=CC=C1)CC(C)C,,,,
A4,tert-butyl (S)-(4-methyl-1-phenylpentan-2-yl)carbamate,O=C(OC(C)(C)C)N[C@H](CC1=CC=CC=C1)CC(C)C,,,,
B4,tert-butyl (S)-(4-methyl-1-phenylpentan-2-yl)carbamate,O=C(OC(C)(C)C)N[C@H](CC1=CC=CC=C1)CC(C)C,,,,
C4,tert-butyl (S)-(4-methyl-1-phenylpentan-2-yl)carbamate,O=C(OC(C)(C)C)N[C@H](CC1=CC=CC=C1)CC(C)C,,,,
D4,tert-butyl (S)-(4-methyl-1-phenylpentan-2-yl)carbamate,O=C(OC(C)(C)C)N[C@H](CC1=CC=CC=C1)CC(C)C,,,,
E4,tert-butyl (S)-(4-methyl-1-phenylpentan-2-yl)carbamate,O=C(OC(C)(C)C)N[C@H](CC1=CC=CC=C1)CC(C)C,,,,
F4,tert-butyl (S)-(4-methyl-1-phenylpentan-2-yl)carbamate,O=C(OC(C)(C)C)N[C@H](CC1=CC=CC=C1)CC(C)C,,,,
G4,tert-butyl (S)-(4-methyl-1-phenylpentan-2-yl)carbamate,O=C(OC(C)(C)C)N[C@H](CC1=CC=CC=C1)CC(C)C,,,,
H4,tert-butyl (S)-(4-methyl-1-phenylpentan-2-yl)carbamate,O=C(OC(C)(C)C)N[C@H](CC1=CC=CC=C1)CC(C)C,,,,
A5,tert-butyl (S)-(4-methyl-1-phenylpentan-2-yl)carbamate,O=C(OC(C)(C)C)N[C@H](CC1=CC=CC=C1)CC(C)C,,,,
B5,tert-butyl (S)-(4-methyl-1-phenylpentan-2-yl)carbamate,O=C(OC(C)(C)C)N[C@H](CC1=CC=CC=C1)CC(C)C,,,,
C5,tert-butyl (S)-(4-methyl-1-phenylpentan-2-yl)carbamate,O=C(OC(C)(C)C)N[C@H](CC1=CC=CC=C1)CC(C)C,,,,
D5,tert-butyl (S)-(4-methyl-1-phenylpentan-2-yl)carbamate,O=C(OC(C)(C)C)N[C@H](CC1=CC=CC=C1)CC(C)C,,,,
E5,tert-butyl (S)-(4-methyl-1-phenylpentan-2-yl)carbamate,O=C(OC(C)(C)C)N[C@H](CC1=CC=CC=C1)CC(C)C,,,,
F5,tert-butyl (S)-(4-methyl-1-phenylpentan-2-yl)carbamate,O=C(OC(C)(C)C)N[C@H](CC1=CC=CC=C1)CC(C)C,,,,
G5,tert-butyl (S)-(4-methyl-1-phenylpentan-2-yl)carbamate,O=C(OC(C)(C)C)N[C@H](CC1=CC=CC=C1)CC(C)C,,,,
H5,tert-butyl (S)-(4-methyl-1-phenylpentan-2-yl)carbamate,O=C(OC(C)(C)C)N[C@H](CC1=CC=CC=C1)CC(C)C,,,,
A6,tert-butyl (S)-(4-methyl-1-phenylpentan-2-yl)carbamate,O=C(OC(C)(C)C)N[C@H](CC1=CC=CC=C1)CC(C)C,,,,
B6,tert-butyl (S)-(4-methyl-1-phenylpentan-2-yl)carbamate,O=C(OC(C)(C)C)N[C@H](CC1=CC=CC=C1)CC(C)C,,,,
C6,tert-butyl (S)-(4-methyl-1-phenylpentan-2-yl)carbamate,O=C(OC(C)(C)C)N[C@H](CC1=CC=CC=C1)CC(C)C,,,,
D6,tert-butyl (S)-(4-methyl-1-phenylpentan-2-yl)carbamate,O=C(OC(C)(C)C)N[C@H](CC1=CC=CC=C1)CC(C)C,,,,
E6,tert-butyl (S)-(4-methyl-1-phenylpentan-2-yl)carbamate,O=C(OC(C)(C)C)N[C@H](CC1=CC=CC=C1)CC(C)C,,,,
F6,tert-butyl (S)-(4-methyl-1-phenylpentan-2-yl)carbamate,O=C(OC(C)(C)C)N[C@H](CC1=CC=CC=C1)CC(C)C,,,,
G6,tert-butyl (S)-(4-methyl-1-phenylpentan-2-yl)carbamate,O=C(OC(C)(C)C)N[C@H](CC1=CC=CC=C1)CC(C)C,,,,
H6,tert-butyl (S)-(4-methyl-1-phenylpentan-2-yl)carbamate,O=C(OC(C)(C)C)N[C@H](CC1=CC=CC=C1)CC(C)C,,,,
A7,tert-butyl (S)-(4-methyl-1-phenylpentan-2-yl)carbamate,O=C(OC(C)(C)C)N[C@H](CC1=CC=CC=C1)CC(C)C,,,,
B7,tert-butyl (S)-(4-methyl-1-phenylpentan-2-yl)carbamate,O=C(OC(C)(C)C)N[C@H](CC1=CC=CC=C1)CC(C)C,,,,
C7,tert-butyl (S)-(4-methyl-1-phenylpentan-2-yl)carbamate,O=C(OC(C)(C)C)N[C@H](CC1=CC=CC=C1)CC(C)C,,,,
D7,tert-butyl (S)-(4-methyl-1-phenylpentan-2-yl)carbamate,O=C(OC(C)(C)C)N[C@H](CC1=CC=CC=C1)CC(C)C,,,,
E7,tert-butyl (S)-(4-methyl-1-phenylpentan-2-yl)carbamate,O=C(OC(C)(C)C)N[C@H](CC1=CC=CC=C1)CC(C)C,,,,
F7,tert-butyl (S)-(4-methyl-1-phenylpentan-2-yl)carbamate,O=C(OC(C)(C)C)N[C@H](CC1=CC=CC=C1)CC(C)C,,,,
G7,tert-butyl (S)-(4-methyl-1-phenylpentan-2-yl)carbamate,O=C(OC(C)(C)C)N[C@H](CC1=CC=CC=C1)CC(C)C,,,,
H7,tert-butyl (S)-(4-methyl-1-phenylpentan-2-yl)carbamate,O=C(OC(C)(C)C)N[C@H](CC1=CC=CC=C1)CC(C)C,,,,
A8,tert-butyl (S)-(4-methyl-1-phenylpentan-2-yl)carbamate,O=C(OC(C)(C)C)N[C@H](CC1=CC=CC=C1)CC(C)C,,,,
B8,tert-butyl (S)-(4-methyl-1-phenylpentan-2-yl)carbamate,O=C(OC(C)(C)C)N[C@H](CC1=CC=CC=C1)CC(C)C,,,,
C8,tert-butyl (S)-(4-methyl-1-phenylpentan-2-yl)carbamate,O=C(OC(C)(C)C)N[C@H](CC1=CC=CC=C1)CC(C)C,,,,
D8,tert-butyl (S)-(4-methyl-1-phenylpentan-2-yl)carbamate,O=C(OC(C)(C)C)N[C@H](CC1=CC=CC=C1)CC(C)C,,,,
E8,tert-butyl (S)-(4-methyl-1-phenylpentan-2-yl)carbamate,O=C(OC(C)(C)C)N[C@H](CC1=CC=CC=C1)CC(C)C,,,,
F8,tert-butyl (S)-(4-methyl-1-phenylpentan-2-yl)carbamate,O=C(OC(C)(C)C)N[C@H](CC1=CC=CC=C1)CC(C)C,,,,
G8,tert-butyl (S)-(4-methyl-1-phenylpentan-2-yl)carbamate,O=C(OC(C)(C)C)N[C@H](CC1=CC=CC=C1)CC(C)C,,,,
H8,tert-butyl (S)-(4-methyl-1-phenylpentan-2-yl)carbamate,O=C(OC(C)(C)C)N[C@H](CC1=CC=CC=C1)CC(C)C,,,,
A9,tert-butyl (S)-(4-methyl-1-phenylpentan-2-yl)carbamate,O=C(OC(C)(C)C)N[C@H](CC1=CC=CC=C1)CC(C)C,,,,
B9,tert-butyl (S)-(4-methyl-1-phenylpentan-2-yl)carbamate,O=C(OC(C)(C)C)N[C@H](CC1=CC=CC=C1)CC(C)C,,,,
C9,tert-butyl (S)-(4-methyl-1-phenylpentan-2-yl)carbamate,O=C(OC(C)(C)C)N[C@H](CC1=CC=CC=C1)CC(C)C,,,,
D9,tert-butyl (S)-(4-methyl-1-phenylpentan-2-yl)carbamate,O=C(OC(C)(C)C)N[C@H](CC1=CC=CC=C1)CC(C)C,,,,
E9,tert-butyl (S)-(4-methyl-1-phenylpentan-2-yl)carbamate,O=C(OC(C)(C)C)N[C@H](CC1=CC=CC=C1)CC(C)C,,,,
F9,tert-butyl (S)-(4-methyl-1-phenylpentan-2-yl)carbamate,O=C(OC(C)(C)C)N[C@H](CC1=CC=CC=C1)CC(C)C,,,,
G9,tert-butyl (S)-(4-methyl-1-phenylpentan-2-yl)carbamate,O=C(OC(C)(C)C)N[C@H](CC1=CC=CC=C1)CC(C)C,,,,
H9,tert-butyl (S)-(4-methyl-1-phenylpentan-2-yl)carbamate,O=C(OC(C)(C)C)N[C@H](CC1=CC=CC=C1)CC(C)C,,,,
A10,tert-butyl (S)-(4-methyl-1-phenylpentan-2-yl)carbamate,O=C(OC(C)(C)C)N[C@H](CC1=CC=CC=C1)CC(C)C,,,,
B10,tert-butyl (S)-(4-methyl-1-phenylpentan-2-yl)carbamate,O=C(OC(C)(C)C)N[C@H](CC1=CC=CC=C1)CC(C)C,,,,
C10,tert-butyl (S)-(4-methyl-1-phenylpentan-2-yl)carbamate,O=C(OC(C)(C)C)N[C@H](CC1=CC=CC=C1)CC(C)C,,,,
D10,tert-butyl (S)-(4-methyl-1-phenylpentan-2-yl)carbamate,O=C(OC(C)(C)C)N[C@H](CC1=CC=CC=C1)CC(C)C,,,,
E10,tert-butyl (S)-(4-methyl-1-phenylpentan-2-yl)carbamate,O=C(OC(C)(C)C)N[C@H](CC1=CC=CC=C1)CC(C)C,,,,
F10,tert-butyl (S)-(4-methyl-1-phenylpentan-2-yl)carbamate,O=C(OC(C)(C)C)N[C@H](CC1=CC=CC=C1)CC(C)C,,,,
G10,tert-butyl (S)-(4-methyl-1-phenylpentan-2-yl)carbamate,O=C(OC(C)(C)C)N[C@H](CC1=CC=CC=C1)CC(C)C,,,,
H10,tert-butyl (S)-(4-methyl-1-phenylpentan-2-yl)carbamate,O=C(OC(C)(C)C)N[C@H](CC1=CC=CC=C1)CC(C)C,,,,
A11,tert-butyl (S)-(4-methyl-1-phenylpentan-2-yl)carbamate,O=C(OC(C)(C)C)N[C@H](CC1=CC=CC=C1)CC(C)C,,,,
B11,tert-butyl (S)-(4-methyl-1-phenylpentan-2-yl)carbamate,O=C(OC(C)(C)C)N[C@H](CC1=CC=CC=C1)CC(C)C,,,,
C11,tert-butyl (S)-(4-methyl-1-phenylpentan-2-yl)carbamate,O=C(OC(C)(C)C)N[C@H](CC1=CC=CC=C1)CC(C)C,,,,
D11,tert-butyl (S)-(4-methyl-1-phenylpentan-2-yl)carbamate,O=C(OC(C)(C)C)N[C@H](CC1=CC=CC=C1)CC(C)C,,,,
E11,tert-butyl (S)-(4-methyl-1-phenylpentan-2-yl)carbamate,O=C(OC(C)(C)C)N[C@H](CC1=CC=CC=C1)CC(C)C,,,,
F11,tert-butyl (S)-(4-methyl-1-phenylpentan-2-yl)carbamate,O=C(OC(C)(C)C)N[C@H](CC1=CC=CC=C1)CC(C)C,,,,
G11,tert-butyl (S)-(4-methyl-1-phenylpentan-2-yl)carbamate,O=C(OC(C)(C)C)N[C@H](CC1=CC=CC=C1)CC(C)C,,,,
H11,tert-butyl (S)-(4-methyl-1-phenylpentan-2-yl)carbamate,O=C(OC(C)(C)C)N[C@H](CC1=CC=CC=C1)CC(C)C,,,,
A12,tert-butyl (S)-(4-methyl-1-phenylpentan-2-yl)carbamate,O=C(OC(C)(C)C)N[C@H](CC1=CC=CC=C1)CC(C)C,,,,
B12,tert-butyl (S)-(4-methyl-1-phenylpentan-2-yl)carbamate,O=C(OC(C)(C)C)N[C@H](CC1=CC=CC=C1)CC(C)C,,,,
C12,tert-butyl (S)-(4-methyl-1-phenylpentan-2-yl)carbamate,O=C(OC(C)(C)C)N[C@H](CC1=CC=CC=C1)CC(C)C,,,,
D12,tert-butyl (S)-(4-methyl-1-phenylpentan-2-yl)carbamate,O=C(OC(C)(C)C)N[C@H](CC1=CC=CC=C1)CC(C)C,,,,
E12,tert-butyl (S)-(4-methyl-1-phenylpentan-2-yl)carbamate,O=C(OC(C)(C)C)N[C@H](CC1=CC=CC=C1)CC(C)C,,,,
F12,tert-butyl (S)-(4-methyl-1-phenylpentan-2-yl)carbamate,O=C(OC(C)(C)C)N[C@H](CC1=CC=CC=C1)CC(C)C,,,,
G12,tert-butyl (S)-(4-methyl-1-phenylpentan-2-yl)carbamate,O=C(OC(C)(C)C)N[C@H](CC1=CC=CC=C1)CC(C)C,,,,
H12,tert-butyl (S)-(4-methyl-1-phenylpentan-2-yl)carbamate,O=C(OC(C)(C)C)N[C@H](CC1=CC=CC=C1)CC(C)C,,,,
