Well,main_product_name,main_product_smiles,side_product1_name,side_product1_smiles,side_product2_name,side_product2_smiles
A5,2-phenethylnaphthalene,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,,,,
B5,2-phenethylnaphthalene,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,,,,
C5,2-phenethylnaphthalene,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,,,,
D5,2-phenethylnaphthalene,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,,,,
E5,2-phenethylnaphthalene,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,,,,
F5,2-phenethylnaphthalene,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,,,,
G5,2-phenethylnaphthalene,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,,,,
H5,2-phenethylnaphthalene,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,,,,
A6,2-phenethylnaphthalene,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,,,,
B6,2-phenethylnaphthalene,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,,,,
C6,2-phenethylnaphthalene,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,,,,
D6,2-phenethylnaphthalene,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,,,,
E6,2-phenethylnaphthalene,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,,,,
F6,2-phenethylnaphthalene,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,,,,
G6,2-phenethylnaphthalene,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,,,,
H6,2-phenethylnaphthalene,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,,,,
A7,2-phenethylnaphthalene,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,,,,
B7,2-phenethylnaphthalene,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,,,,
C7,2-phenethylnaphthalene,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,,,,
D7,2-phenethylnaphthalene,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,,,,
E7,2-phenethylnaphthalene,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,,,,
F7,2-phenethylnaphthalene,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,,,,
G7,2-phenethylnaphthalene,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,,,,
H7,2-phenethylnaphthalene,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,,,,
A8,2-phenethylnaphthalene,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,,,,
B8,2-phenethylnaphthalene,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,,,,
C8,2-phenethylnaphthalene,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,,,,
D8,2-phenethylnaphthalene,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,,,,
E8,2-phenethylnaphthalene,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,,,,
F8,2-phenethylnaphthalene,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,,,,
G8,2-phenethylnaphthalene,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,,,,
H8,2-phenethylnaphthalene,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,,,,
A9,2-phenethylnaphthalene,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,,,,
B9,2-phenethylnaphthalene,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,,,,
C9,2-phenethylnaphthalene,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,,,,
D9,2-phenethylnaphthalene,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,,,,
E9,2-phenethylnaphthalene,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,,,,
F9,2-phenethylnaphthalene,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,,,,
G9,2-phenethylnaphthalene,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,,,,
H9,2-phenethylnaphthalene,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,,,,
A10,2-phenethylnaphthalene,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,,,,
B10,2-phenethylnaphthalene,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,,,,
C10,2-phenethylnaphthalene,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,,,,
D10,2-phenethylnaphthalene,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,,,,
E10,2-phenethylnaphthalene,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,,,,
F10,2-phenethylnaphthalene,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,,,,
G10,2-phenethylnaphthalene,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,,,,
H10,2-phenethylnaphthalene,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,,,,
A11,2-phenethylnaphthalene,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,,,,
B11,2-phenethylnaphthalene,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,,,,
C11,2-phenethylnaphthalene,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,,,,
D11,2-phenethylnaphthalene,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,,,,
E11,2-phenethylnaphthalene,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,,,,
F11,2-phenethylnaphthalene,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,,,,
G11,2-phenethylnaphthalene,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,,,,
H11,2-phenethylnaphthalene,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,,,,
A12,2-phenethylnaphthalene,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,,,,
B12,2-phenethylnaphthalene,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,,,,
C12,2-phenethylnaphthalene,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,,,,
D12,2-phenethylnaphthalene,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,,,,
E12,2-phenethylnaphthalene,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,,,,
F12,2-phenethylnaphthalene,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,,,,
G12,2-phenethylnaphthalene,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,,,,
H12,2-phenethylnaphthalene,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,,,,
